bill_no,intro,link,name,passed,second
"
                 27/2010	
            ","
                  18.10.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/civil-defence-(amendment)-bill-27-10.pdf?sfvrsn=0,Civil Defence (Amendment) Bill,"
                   22.11.2010
            ","
                   
            "
"
                 26/2010	
            ","
                  15.09.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/201026.pdf?sfvrsn=4,Subordinate Courts (Amendment) Bill,"
                   18.10.2010
            ","
                   
            "
"
                 25/2010	
            ","
                  15.09.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/201025.pdf?sfvrsn=4,Supreme Court of Judicature (Amendment) Bill,"
                   18.10.2010
            ","
                   
            "
"
                 24/2010	
            ","
                  15.09.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/201024.pdf?sfvrsn=4,Stamp Duties (Amendment No. 2) Bill,"
                   18.10.2010
            ","
                   
            "
"
                 23/2010	
            ","
                  15.09.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/201023.pdf?sfvrsn=4,Income Tax (Amendment) Bill,"
                   18.10.2010
            ","
                   
            "
"
                 22/2010	
            ","
                  16.08.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/1000022.pdf?sfvrsn=2,International Child Abduction Bill,"
                   16.09.2010
            ","
                   
            "
"
                 21/2010	
            ","
                  16.08.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/1000021.pdf?sfvrsn=2,Property Tax (Amendment) Bill,"
                   16.09.2010
            ","
                   
            "
"
                 20/2010	
            ","
                  16.08.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010020.pdf?sfvrsn=2,National Productivity Fund Bill,"
                   16.09.2010
            ","
                   
            "
"
                 19/2010	
            ","
                  16.08.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010019.pdf?sfvrsn=2,Estate Agents Bill,"
                   15.09.2010
            ","
                   
            "
"
                 18/2010	
            ","
                  16.08.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010018.pdf?sfvrsn=2,Road Traffic (Amendment) Bill,"
                   15.09.2010
            ","
                   
            "
"
                 17/2010	
            ","
                  19.07.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010017.pdf?sfvrsn=2,Central Provident Fund (Amendment) Bill,"
                   16.08.2010
            ","
                   
            "
"
                 16/2010	
            ","
                  19.07.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010016.pdf?sfvrsn=2,Rapid Transit Systems (Amendment) Bill,"
                   16.08.2010
            ","
                   
            "
"
                 15/2010	
            ","
                  19.07.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010015.pdf?sfvrsn=2,Goods and Services Tax (Amendment) Bill,"
                   16.08.2010
            ","
                   
            "
"
                 14/2010	
            ","
                  19.07.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010014.pdf?sfvrsn=2,Housing and Development (Amendment) Bill (Urgent Bill),"
                   19.07.2010
            ","
                   
            "
"
                 13/2010	
            ","
                  19.07.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010013.pdf?sfvrsn=2,Hostage Taking Bill,"
                   16.08.2010
            ","
                   
            "
"
                 12/2010	
            ","
                  26.04.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010012.pdf?sfvrsn=2,Electronic Transactions Bill,"
                   19.05.2010
            ","
                   
            "
"
                 11/2010	
            ","
                  26.04.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010011.pdf?sfvrsn=2,Criminal Procedure Code Bill,"
                   19.05.2010
            ","
                   
            "
"
                 10/2010	
            ","
                  26.04.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010010.pdf?sfvrsn=2,Coroners Bill,"
                   19.05.2010
            ","
                   
            "
"
                 09/2010	
            ","
                  26.04.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010009.pdf?sfvrsn=2,Land Titles (Strata) (Amendment) Bill,"
                   18.05.2010
            ","
                   
            "
"
                 08/2010	
            ","
                  26.04.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/201008.pdf?sfvrsn=2,Hindu Endowments (Amendment) Bill,"
                   18.05.2010
            ","
                   
            "
"
                 07/2010	
            ","
                  26.04.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010007.pdf?sfvrsn=2,Smoking (Control of Advertisements and Sale of Tobacco) (Amendment) Bill,"
                   19.07.2010
            ","
                   
            "
"
                 06/2010	
            ","
                  10.03.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010006.pdf?sfvrsn=2,Stamp Duties (Amendment) Bill (Urgent Bill),"
                   12.03.2010
            ","
                   
            "
"
                 05/2010	
            ","
                  11.03.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010005.pdf?sfvrsn=2,Presidential Elections (Amendment) Bill,"
                   27.04.2010
            ","
                   
            "
"
                 04/2010	
            ","
                  11.03.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010004.pdf?sfvrsn=2,Parliamentary Elections (Amendment) Bill,"
                   27.04.2010
            ","
                   
            "
"
                 03/2010	
            ","
                  11.03.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010003.pdf?sfvrsn=2,Constitution of the Republic of Singapore (Amendment) Bill,"
                   26.04.2010
            ","
                   
            "
"
                 02/2010	
            ","
                  02.03.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010002.pdf?sfvrsn=2,Supplementary Supply (FY 2009) Bill,"
                   12.03.2010
            ","
                   
            "
"
                 01/2010	
            ","
                  02.03.2010
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/2010001.pdf?sfvrsn=2,Supply Bill,"
                   12.03.2010
            ","
                   
            "
"
                 26/2009
            ","
                  23.11.2009
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/090026.pdf?sfvrsn=4,Statutes (Miscellaneous Amendments) Bill,"
                   12.01.2010
            ","
                   
            "
"
                 25/2009
            ","
                  23.11.2009
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/090025.pdf?sfvrsn=4,Government Securities (Amendment) Bill,"
                   11.01.2010
            ","
                   
            "
"
                 24/2009
            ","
                  23.11.2009
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/090024.pdf?sfvrsn=4,Statistics (Amendment) Bill,"
                   11.01.2010
            ","
                   
            "
"
                 18/2012	
            ","
                  13.08.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/parliamentary-pensions-(abolition)-bill-18-2012.pdf?sfvrsn=0,Parliamentary Pensions (Abolition) Bill,"
                   10.09.2012	
            ","
                   10.09.2012	
            "
"
                 17/2012	
            ","
                  13.08.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/civil-list-and-pension-(amendment)-bill-17-2012.pdf?sfvrsn=0,Civil List and Pension (Amendment) Bill,"
                   10.09.2012	
            ","
                   10.09.2012	
            "
"
                 16/2012	
            ","
                  09.07.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/immigration-(amendment)-bill.pdf?sfvrsn=0,Immigration (Amendment) Bill,"
                   13.08.2012	
            ","
                   13.08.2012	
            "
"
                 15/2012	
            ","
                  14.05.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/land-transport-authority-of-singapore-(amendment)-bill-15-2012.pdf?sfvrsn=0, Land Transport Authority of Singapore (Amendment) Bill,"
                   10.07.2012	
            ","
                   10.07.2012	
            "
"
                 14/2012	
            ","
                  14.05.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/intellectual-property-(miscellaneous-amendments)-bill-14-2012.pdf?sfvrsn=0,Intellectual Property (Miscellaneous Amendments) Bill,"
                   10.07.2012	
            ","
                   10.07.2012	
            "
"
                 13/2012	
            ","
                  14.05.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/patents-(amendment)-bill13-2012.pdf?sfvrsn=0,Patents (Amendment) Bill,"
                   10.07.2012	
            ","
                   10.07.2012	
            "
"
                 12/2012	
            ","
                  14.05.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/hudc-housing-estates-(amendment)-bill-12-2012.pdf?sfvrsn=0,HUDC Housing Estates (Amendment) Bill,"
                   09.07.2012	
            ","
                   09.07.2012	
            "
"
                 11/2012	
            ","
                  08.03.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/foreign-limitation-periods-bill-11-2012.pdf?sfvrsn=0,Foreign Limitation Periods Bill,"
                   09.04.2012	
            ","
                   09.04.2012	
            "
"
                 10/2012	
            ","
                  08.03.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/international-arbitration-(amendment)-bill-10-2012.pdf?sfvrsn=0,International Arbitration (Amendment) Bill,"
                   09.04.2012	
            ","
                   09.04.2012	
            "
"
                 09/2012	
            ","
                  08.03.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/sewerage-and-drainage-(amendment)-bill-9-2012.pdf?sfvrsn=0,Sewerage and Drainage (Amendment) Bill,"
                   09.04.2012	
            ","
                   09.04.2012	
            "
"
                 08/2012	
            ","
                  08.03.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/energy-conservation-bill-8-2012.pdf?sfvrsn=0,Energy Conservation Bill,"
                   09.04.2012	
            ","
                   09.04.2012	
            "
"
                 07/2012	
            ","
                  08.03.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/public-utilities-(amendment)-bill-7-2012.pdf?sfvrsn=0,Public Utilities (Amendment) Bill,"
                   09.04.2012	
            ","
                   09.04.2012	
            "
"
                 06/2012	
            ","
                  28.02.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/supplementary-supply-(fy2011)-bill-6-12.pdf?sfvrsn=0,Supplementary Supply (FY2011) Bill,"
                   09.03.2012
            ","
                   09.03.2012
            "
"
                 05/2012	
            ","
                  28.02.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/supply-bill-5-127f3e1fdbcb5f64e2b198ff00006af031.pdf?sfvrsn=0,Supply Bill,"
                   09.03.2012	
            ","
                   09.03.2012	
            "
"
                 04/2012	
            ","
                  14.02.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/moneylenders-(amendment)-bill.pdf?sfvrsn=0,Moneylenders (Amendment) Bill,"
                   09.03.2012	
            ","
                   09.03.2012	
            "
"
                 03/2012	
            ","
                  14.02.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/consumer-protection-(fair-trading)-amendment)-bill.pdf?sfvrsn=0,Consumer Protection (Fair Trading) Amendment) Bill,"
                   09.03.2012	
            ","
                   09.03.2012	
            "
"
                 02/2012	
            ","
                  16.01.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/evidence-(amendment)-bill-2-12.pdf?sfvrsn=0,Evidence (Amendment) Bill,"
                   14.02.2012	
            ","
                   14.02.2012	
            "
"
                 01/2012	
            ","
                  16.01.2012
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/legal-profession-(amendment)-bill-1-12.pdf?sfvrsn=0,Legal Profession (Amendment) Bill,"
                   14.02.2012	
            ","
                   14.02.2012	
            "
"
                 22/2011	
            ","
                  21.11.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/statutes-(miscellaneous-amendments)-bill-22-11.pdf?sfvrsn=0,Statutes (Miscellaneous Amendments) Bill,"
                   18.01.2012
            ","
                   
            "
"
                 21/2011	
            ","
                  21.11.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/economic-expansion-incentives-(relief-from-income-tax)-(amendment)-bill-21-11.pdf?sfvrsn=0,Economic Expansion Incentives (Relief from Income Tax) (Amendment) Bill,"
                   18.01.2012
            ","
                   
            "
"
                 20/2011	
            ","
                  20.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/telecommunications-(amendment)-bill-20-11.pdf?sfvrsn=0,Telecommunications (Amendment) Bill,"
                   21.11.2011
            ","
                   
            "
"
                 19/2011	
            ","
                  18.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/customs-(amendment)-bill-19-11.pdf?sfvrsn=0,Customs (Amendment) Bill,"
                   22.11.2011
            ","
                   
            "
"
                 18/2011	
            ","
                  17.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/work-injury-compensation-(amendment)-bill-18-11_1.pdf?sfvrsn=0,Work Injury Compensation (Amendment) Bill,"
                   21.11.2011
            ","
                   
            "
"
                 17/2011	
            ","
                  17.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/central-provident-fund-(amendment)-bill-17-11_0.pdf?sfvrsn=0,Central Provident Fund (Amendment) Bill,"
                   21.11.2011
            ","
                   
            "
"
                 16/2011	
            ","
                  17.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/goods-and-services-tax-(amendment)-bill-16-11_0.pdf?sfvrsn=0,Goods and Services Tax (Amendment) Bill,"
                   22-11-2011
            ","
                   
            "
"
                 15/2011	
            ","
                  17.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/stamp-duties-(amendment)-bill-15-11_0.pdf?sfvrsn=0,Stamp Duties (Amendment) Bill,"
                   22.11.2011
            ","
                   
            "
"
                 14/2011	
            ","
                  17.10.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/income-tax-(amendment)-bill-14-11_0.pdf?sfvrsn=0,Income Tax (Amendment) Bill,"
                   22.11.2011
            ","
                   
            "
"
                 13/2011	
            ","
                  10.03.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/workplace-safety-and-health-(amendment)-bill-13-11-1.pdf?sfvrsn=0,Workplace Safety and Health (Amendment) Bill,"
                   11.04.2011
            ","
                   
            "
"
                 12/2011	
            ","
                  10.03.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/conveyancing-(miscellaneous-amendments)-bill-12-11.pdf?sfvrsn=0,Conveyancing (Miscellaneous Amendments) Bill,"
                   11.04.2011
            ","
                   
            "
"
                 11/2011	
            ","
                  10.03.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/insurance-(amendment)-bill-11-11.pdf?sfvrsn=0,Insurance (Amendment) Bill,"
                   11.04.2011
            ","
                   
            "
"
                 10/2011	
            ","
                  10.03.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/deposit-insurance-and-policy-owners'-protection-schemes-bill-10-11.pdf?sfvrsn=0,Deposit Insurance and Policy Owners' Protection Schemes Bill,"
                   11.04.2011
            ","
                   
            "
"
                 09/2011	
            ","
                  01.03.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/singapore-university-of-technology-and-design-bill-9-11.pdf?sfvrsn=0,Singapore University of Technology and Design Bill,"
                   11.04.2011
            ","
                   
            "
"
                 08/2011	
            ","
                  28.02.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/children-development-co-savings-(amendment)-8-11_0.pdf?sfvrsn=0,Children Development Co-Savings (Amendment) Bill,"
                   10.03.2011
            ","
                   
            "
"
                 07/2011	
            ","
                  28.02.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/supplementary-supply-(fy-2010)-bill-7-11_1.pdf?sfvrsn=0,Supplementary Supply (FY 2010) Bill,"
                   10.03.2011
            ","
                   
            "
"
                 06/2011	
            ","
                  28.02.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/supply-bill-6-11_2.pdf?sfvrsn=0,Supply Bill,"
                   10.03.2011
            ","
                   
            "
"
                 05/2011	
            ","
                  14.02.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/environmental-protection-and-management-(amendment)-bill-5-11.pdf?sfvrsn=0,Environmental Protection and Management (Amendment) Bill,"
                   10.03.2011
            ","
                   
            "
"
                 04/2011	
            ","
                  14.02.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/united-nations-personnnel-bill-4-11_3.pdf?sfvrsn=0,United Nations Personnel Bill,"
                   10.03.2011
            ","
                   
            "
"
                 03/2011	
            ","
                  10.01.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/legal-profession-(amendment)-bill-3-11_0.pdf?sfvrsn=0,Legal Profession (Amendment) Bill,"
                   14.02.2011
            ","
                   
            "
"
                 02/2011	
            ","
                  10.01.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/private-lotteries-bill-2-11_0.pdf?sfvrsn=0,Private Lotteries Bill,"
                   14.02.2011
            ","
                   
            "
"
                 01/2011	
            ","
                  10.01.2011
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/amusement-rides-safety-bill-1-11.pdf?sfvrsn=0,Amusement Rides Safety Bill,"
                   14.02.2011
            ","
                   
            "
"
                 30/2018
            ","
                  06.08.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/stamp-duties-(amendment)-30-2018.pdf?sfvrsn=0,Stamp Duties (Amendment) Bill,"
                   10.09.2018
            ","
                   10.09.2018
            "
"
                 29/2018
            ","
                  06.08.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/land-transport-(enforcement-measures)-29-2018.pdf?sfvrsn=0,Land Transport (Enforcement Measures) Bill,"
                   10.09.2018
            ","
                   10.09.2018
            "
"
                 28/2018
            ","
                  10.07.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/transport-safety-investigations-bill-28-2018.pdf?sfvrsn=0,Transport Safety Investigations Bill,"
                   06.08.2018
            ","
                   06.08.2018
            "
"
                 27/2018
            ","
                  09.07.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/companies-(amendment)-bill-27-2018.pdf?sfvrsn=0,Companies (Amendment) Bill,"
                   06.08.2018
            ","
                   06.08.2018
            "
"
                 26/2018
            ","
                  17.05.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/customs-(amendment)-bill-26-2018.pdf?sfvrsn=0,Customs (Amendment) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 25/2018
            ","
                  17.05.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/singapore-tourism-(cess-collection)-(amendment)-bill-25-2018.pdf?sfvrsn=0,Singapore Tourism (Cess Collection) (Amendment) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 24/2018
            ","
                  17.05.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/intellectual-property-(border-enforcement)-bill-24-2018.pdf?sfvrsn=0,Intellectual Property (Border Enforcement) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 23/2018
            ","
                  17.05.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/small-claims-tribunals-(amendment)-bill-23-2018.pdf?sfvrsn=0,Small Claims Tribunals (Amendment) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 22/2018
            ","
                  17.05.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/tokyo-convention-(amendment)-bill-22-2018.pdf?sfvrsn=0,Tokyo Convention (Amendment) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 21/2018
            ","
                  17.05.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/deposit-insurance-and-policy-owners'-protection-schemes-(amd)-bill-21-2018.pdf?sfvrsn=0,Deposit Insurance and Policy Owners' Protection Schemes (Amendment) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 20/2018
            ","
                  20.03.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/vulnerable-adults-bill-20-2018.pdf?sfvrsn=0,Vulnerable Adults Bill,"
                   18.05.2018
            ","
                   18.05.2018
            "
"
                 19/2018
            ","
                  19.03.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/national-library-board-(amendment)-bill-19-2018.pdf?sfvrsn=0,National Library Board (Amendment) Bill,"
                   09.07.2018
            ","
                   09.07.2018
            "
"
                 18/2018
            ","
                  05.03.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/parking-places-(amendment)-bill-18-2018.pdf?sfvrsn=0,Parking Places (Amendment) Bill,"
                   20.03.2018
            ","
                   20.03.2018
            "
"
                 17/2018
            ","
                  02.03.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/carbon-pricing-bill-17-2018.pdf?sfvrsn=0,Carbon Pricing Bill,"
                   20.03.2018
            ","
                   20.03.2018
            "
"
                 16/2018
            ","
                  02.03.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/legal-profession-(amendment)-bill-16-2018.pdf?sfvrsn=0,Legal Profession (Amendment) Bill,"
                   20.03.2018
            ","
                   20.03.2018
            "
"
                 15/2018
            ","
                  28.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/evidence-(amendment)-bill-15-2018.pdf?sfvrsn=0,Evidence (Amendment) Bill,"
                   19.03.2018
            ","
                   19.03.2018
            "
"
                 14/2018
            ","
                  28.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/criminal-justice-reform-bill-14-2018.pdf?sfvrsn=0,Criminal Justice Reform Bill,"
                   19.03.2018
            ","
                   19.03.2018
            "
"
                 13/2018
            ","
                  28.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/aviation-(miscellaneous-amendments)-bill-13-2018.pdf?sfvrsn=0,Aviation (Miscellaneous Amendments) Bill,"
                   19.03.2018
            ","
                   19.03.2018
            "
"
                 12/2018
            ","
                  27.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/common-services-tunnels-bill-12-2018.pdf?sfvrsn=0,Common Services Tunnels Bill,"
                   19.03.2018
            ","
                   19.03.2018
            "
"
                 11/2018
            ","
                  27.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/public-order-and-safety-(special-powers)-bill-11-2018.pdf?sfvrsn=0,Public Order and Safety (Special Powers) Bill,"
                   21.03.2018
            ","
                   21.03.2018
            "
"
                 10/2018
            ","
                  27.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/films-(amendment)-bill-10-2018.pdf?sfvrsn=0,Films (Amendment) Bill,"
                   21.03.2018
            ","
                   21.03.2018
            "
"
                 9/2018
            ","
                  27.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/regulation-of-imports-and-exports-(amendment)-bill-9-2018.pdf?sfvrsn=0,Regulation of Imports and Exports (Amendment) Bill,"
                   19.03.2018
            ","
                   19.03.2018
            "
"
                 8/2018
            ","
                  27.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/competition-(amendment)-bill-8-2018.pdf?sfvrsn=0,Competition (Amendment) Bill,"
                   19.03.2018
            ","
                   19.03.2018
            "
"
                 7/2018
            ","
                  19.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/supplementary-supply-(fy-2017)-bill-7-2018.pdf?sfvrsn=0,Supplementary Supply (FY 2017) Bill,"
                   08.03.2018
            ","
                   08.03.2018
            "
"
                 6/2018
            ","
                  19.02.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/supply-bill-6-2018.pdf?sfvrsn=0,Supply Bill,"
                   08.03.2018
            ","
                   08.03.2018
            "
"
                 5/2018
            ","
                  09.01.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/criminal-law-(temporary-provisions)-(amendment)-bill-5-2018.pdf?sfvrsn=0,Criminal Law (Temporary Provisions) (Amendment) Bill,"
                   06.02.2018
            ","
                   06.02.2018
            "
"
                 4/2018
            ","
                  08.01.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/public-utilities-(amendment)-bill-4-2018.pdf?sfvrsn=0,Public Utilities (Amendment) Bill,"
                   06.02.2018
            ","
                   06.02.2018
            "
"
                 3/2018
            ","
                  08.01.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/enterprise-singapore-board-bill-3-2018.pdf?sfvrsn=0,Enterprise Singapore Board Bill,"
                   05.02.2018
            ","
                   05.02.2018
            "
"
                 2/2018
            ","
                  08.01.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/cybersecurity-bill-2-2018.pdf?sfvrsn=0,Cybersecurity Bill,"
                   05.02.2018
            ","
                   05.02.2018
            "
"
                 1/2018
            ","
                  08.01.2018
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/economic-expansion-incentives-(relief-from-income-tax)-(amendment)-bill-1-2018.pdf?sfvrsn=0,Economic Expansion Incentives (Relief from Income Tax) (Amendment) Bill,"
                   05.02.2018
            ","
                   05.02.2018
            "
"
                 50/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/co-operative-societies-(amendment)-bill-50-2017.pdf?sfvrsn=0,Co-operative Societies (Amendment) Bill,"
                   09.01.2018
            ","
                   09.01.2018
            "
"
                 49/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/charities-(amendment)-bill-49-2017.pdf?sfvrsn=0,Charities (Amendment) Bill,"
                   09.01.2018
            ","
                   09.01.2018
            "
"
                 48/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/moneylenders-(amendment)-bill-48-2017.pdf?sfvrsn=0,Moneylenders (Amendment) Bill,"
                   08.01.2018
            ","
                   08.01.2018
            "
"
                 47/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/supreme-court-of-judicature-(amendment)-bill-47-2017.pdf?sfvrsn=0,Supreme Court of Judicature (Amendment) Bill,"
                   09.01.2018
            ","
                   09.01.2018
            "
"
                 46/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/immigration-(amendment)-bill-46-2017.pdf?sfvrsn=0,Immigration (Amendment) Bill,"
                   08.01.2018
            ","
                   08.01.2018
            "
"
                 45/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/public-sector-(governance)-bill-45-2017.pdf?sfvrsn=0,Public Sector (Governance) Bill,"
                   08.01.2018
            ","
                   08.01.2018
            "
"
                 44/2017
            ","
                  06.11.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/payment-and-settlement-systems-(finality-and-netting)-(amendment)-bill-44-2017.pdf?sfvrsn=0,Payment and Settlement Systems (Finality and Netting) (Amendment) Bill,"
                   08.01.2018
            ","
                   08.01.2018
            "
"
                 43/2017
            ","
                  03.10.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/cross-border-railways-bill-43-2017.pdf?sfvrsn=0,Cross-Border Railways Bill,"
                   19.03.2018
            ","
                   06.11.2017
            "
"
                 42/2017
            ","
                  02.10.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/sale-of-food-(amendment)-bill-42-2017.pdf?sfvrsn=0,Sale of Food (Amendment) Bill,"
                   07.11.2017
            ","
                   07.11.2017
            "
"
                 41/2017
            ","
                  02.10.2017
            ",http://www.parliament.gov.sg/docs/default-source/default-document-library/travel-agents-(amendment)-bill-41-2017.pdf?sfvrsn=0,Travel Agents (Amendment) Bill ,"
                   07.11.2017
            ","
                   07.11.2017
            "
"
                 16/2006
            ","
                  08.11.2006
            ",http://www.parliament.gov.sg/docs/default-source/Bills-Introduced/060016.pdf?sfvrsn=4,Secondhand Goods Dealers Bill,"
                   22.01.2007
            ","
                   
            "
